,,,,,Xist,,,,Tsix,,,,Ddx3x,,,,Ddx3y,,,,Eif1ax,,,,Ezh2,,,,Ftx,,,,Jpx,,,,,,,,,Kdm6a,,,,Pcgf3,,,,Pcgf5,,,,Rlim,,,,Rps4x,,,,Spen,,,,Suz12,,,,Usp9x,,,,Usp9y,,,
Tissue,Cell Type,Cell Count,Tissue Composition,Sex,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction
urethra,natural killer cell,97,0.01%,aggregated,1.773176908,0.100325727,2,2.06%,2.043869972,0.170537751,1,1.03%,1.838148499,0.117177976,15,15.46%,1.918088473,0.137912705,13,13.40%,1.86111927,0.123136106,16,16.49%,1.683226267,0.076994444,3,3.09%,1.675983548,0.075115837,1,1.03%,2.351415634,0.250308554,2,2.06%,Kdm5c,1.921950531,0.138914441,5,5.15%,1.598529339,0.055025862,4,4.12%,1.529188951,0.037040441,3,3.09%,1.832887014,0.115813259,6,6.19%,1.800010562,0.107285806,4,4.12%,3.408717834,0.524550257,97,100.00%,1.922674815,0.139102305,3,3.09%,1.51984787,0.034617563,3,3.09%,1.731059265,0.089401306,10,10.31%,,,,0.00%
urethra,    male,97,0.01%,male,1.773176908,0.100325727,2,2.06%,2.043869972,0.170537751,1,1.03%,1.838148499,0.117177976,15,15.46%,1.918088473,0.137912705,13,13.40%,1.86111927,0.123136106,16,16.49%,1.683226267,0.076994444,3,3.09%,1.675983548,0.075115837,1,1.03%,2.351415634,0.250308554,2,2.06%,Kdm5c,1.921950531,0.138914441,5,5.15%,1.598529339,0.055025862,4,4.12%,1.529188951,0.037040441,3,3.09%,1.832887014,0.115813259,6,6.19%,1.800010562,0.107285806,4,4.12%,3.408717834,0.524550257,97,100.00%,1.922674815,0.139102305,3,3.09%,1.51984787,0.034617563,3,3.09%,1.731059265,0.089401306,10,10.31%,,,,0.00%
urethra,T cell,136,,aggregated,,,,0.00%,,,,0.00%,1.905204773,0.134570947,24,17.65%,1.923151117,0.139225847,19,13.97%,1.835715807,0.116546988,13,9.56%,1.625893593,0.062123568,3,2.21%,1.713365316,0.084811873,4,2.94%,1.918054461,0.137903883,2,1.47%,Kdm5c,1.563254452,0.045876307,5,3.68%,1.45487175,0.017764139,5,3.68%,1.929049492,0.14075576,4,2.94%,1.743576407,0.092647987,16,11.76%,1.775096893,0.100823731,10,7.35%,3.570061126,0.566399275,135,99.26%,1.886732646,0.129779671,7,5.15%,1.755794525,0.095817107,12,8.82%,1.867519379,0.124796158,11,8.09%,,,,0.00%
urethra,    male,136,,male,,,,0.00%,,,,0.00%,1.905204773,0.134570947,24,17.65%,1.923151117,0.139225847,19,13.97%,1.835715807,0.116546988,13,9.56%,1.625893593,0.062123568,3,2.21%,1.713365316,0.084811873,4,2.94%,1.918054461,0.137903883,2,1.47%,Kdm5c,1.563254452,0.045876307,5,3.68%,1.45487175,0.017764139,5,3.68%,1.929049492,0.14075576,4,2.94%,1.743576407,0.092647987,16,11.76%,1.775096893,0.100823731,10,7.35%,3.570061126,0.566399275,135,99.26%,1.886732646,0.129779671,7,5.15%,1.755794525,0.095817107,12,8.82%,1.867519379,0.124796158,11,8.09%,,,,0.00%
urethra,"effector CD8-positive, alpha-beta T cell",47,,aggregated,,,,0.00%,,,,0.00%,2.150482602,0.198190799,9,19.15%,1.893218756,0.131462029,2,4.26%,1.894782066,0.131867519,4,8.51%,1.773387194,0.100380271,1,2.13%,1.939830899,0.143552228,2,4.26%,2.146934032,0.197270376,1,2.13%,Kdm5c,1.499770164,0.029409833,3,6.38%,1.416437944,0.007795227,3,6.38%,1.85708793,0.122090462,3,6.38%,1.887411952,0.129955868,4,8.51%,1.560168425,0.045075857,6,12.77%,3.590547976,0.571713129,46,97.87%,2.241506577,0.221800482,2,4.26%,1.713608146,0.084874857,8,17.02%,1.418013692,0.008203943,1,2.13%,,,,0.00%
urethra,    male,47,,male,,,,0.00%,,,,0.00%,2.150482602,0.198190799,9,19.15%,1.893218756,0.131462029,2,4.26%,1.894782066,0.131867519,4,8.51%,1.773387194,0.100380271,1,2.13%,1.939830899,0.143552228,2,4.26%,2.146934032,0.197270376,1,2.13%,Kdm5c,1.499770164,0.029409833,3,6.38%,1.416437944,0.007795227,3,6.38%,1.85708793,0.122090462,3,6.38%,1.887411952,0.129955868,4,8.51%,1.560168425,0.045075857,6,12.77%,3.590547976,0.571713129,46,97.87%,2.241506577,0.221800482,2,4.26%,1.713608146,0.084874857,8,17.02%,1.418013692,0.008203943,1,2.13%,,,,0.00%
urethra,"effector CD4-positive, alpha-beta T cell",14,,aggregated,,,,0.00%,,,,0.00%,1.84724474,0.119537347,2,14.29%,2.301286936,0.237306236,2,14.29%,2.1680336,0.202743155,2,14.29%,,,,0.00%,1.512060523,0.032597691,1,7.14%,,,,0.00%,Kdm5c,1.55098021,0.04269263,1,7.14%,,,,0.00%,,,,0.00%,1.700059414,0.081360604,1,7.14%,2.342511177,0.247998927,1,7.14%,3.652191162,0.58770206,14,100.00%,,,,0.00%,,,,0.00%,2.182429075,0.206477035,1,7.14%,,,,0.00%
urethra,    male,14,,male,,,,0.00%,,,,0.00%,1.84724474,0.119537347,2,14.29%,2.301286936,0.237306236,2,14.29%,2.1680336,0.202743155,2,14.29%,,,,0.00%,1.512060523,0.032597691,1,7.14%,,,,0.00%,Kdm5c,1.55098021,0.04269263,1,7.14%,,,,0.00%,,,,0.00%,1.700059414,0.081360604,1,7.14%,2.342511177,0.247998927,1,7.14%,3.652191162,0.58770206,14,100.00%,,,,0.00%,,,,0.00%,2.182429075,0.206477035,1,7.14%,,,,0.00%
urethra,mature NK T cell,33,,aggregated,,,,0.00%,,,,0.00%,1.598526192,0.055025046,5,15.15%,1.954379082,0.147325717,6,18.18%,1.70564874,0.082810357,6,18.18%,1.389075875,0.000698089,1,3.03%,1.461738706,0.019545282,1,3.03%,,,,0.00%,Kdm5c,1.765981674,0.098459437,1,3.03%,1.504660964,0.030678402,1,3.03%,2.144934177,0.196751656,1,3.03%,1.389075875,0.000698089,1,3.03%,2.116488695,0.189373503,1,3.03%,3.378577724,0.516732553,33,100.00%,1.896640539,0.132349567,2,6.06%,1.561905503,0.045526418,1,3.03%,1.820240259,0.11253296,2,6.06%,,,,0.00%
urethra,    male,33,,male,,,,0.00%,,,,0.00%,1.598526192,0.055025046,5,15.15%,1.954379082,0.147325717,6,18.18%,1.70564874,0.082810357,6,18.18%,1.389075875,0.000698089,1,3.03%,1.461738706,0.019545282,1,3.03%,,,,0.00%,Kdm5c,1.765981674,0.098459437,1,3.03%,1.504660964,0.030678402,1,3.03%,2.144934177,0.196751656,1,3.03%,1.389075875,0.000698089,1,3.03%,2.116488695,0.189373503,1,3.03%,3.378577724,0.516732553,33,100.00%,1.896640539,0.132349567,2,6.06%,1.561905503,0.045526418,1,3.03%,1.820240259,0.11253296,2,6.06%,,,,0.00%
urethra,fibroblast,3158,0.00%,aggregated,1.766383648,0.0985637,1,0.03%,2.35731411,0.251838493,2,0.06%,1.896276214,0.132255069,1028,32.55%,1.836413271,0.116727895,644,20.39%,1.793699511,0.105648854,441,13.96%,1.720089971,0.086556105,49,1.55%,1.937461726,0.142937715,30,0.95%,2.096777678,0.184260884,16,0.51%,Kdm5c,1.74005677,0.091735068,43,1.36%,1.887002384,0.129849635,51,1.61%,1.835010182,0.116363963,44,1.39%,1.778652332,0.101745936,54,1.71%,1.681155456,0.07645732,152,4.81%,3.47179619,0.540911441,3135,99.27%,1.755273149,0.095681873,74,2.34%,1.799589753,0.107176658,64,2.03%,1.741115818,0.092009762,385,12.19%,,,,0.00%
urethra,    male,3158,0.00%,male,1.766383648,0.0985637,1,0.03%,2.35731411,0.251838493,2,0.06%,1.896276214,0.132255069,1028,32.55%,1.836413271,0.116727895,644,20.39%,1.793699511,0.105648854,441,13.96%,1.720089971,0.086556105,49,1.55%,1.937461726,0.142937715,30,0.95%,2.096777678,0.184260884,16,0.51%,Kdm5c,1.74005677,0.091735068,43,1.36%,1.887002384,0.129849635,51,1.61%,1.835010182,0.116363963,44,1.39%,1.778652332,0.101745936,54,1.71%,1.681155456,0.07645732,152,4.81%,3.47179619,0.540911441,3135,99.27%,1.755273149,0.095681873,74,2.34%,1.799589753,0.107176658,64,2.03%,1.741115818,0.092009762,385,12.19%,,,,0.00%
urethra,fibroblast of connective tissue of prostate,841,,aggregated,,,,0.00%,2.338270187,0.246898905,1,0.12%,1.913861159,0.13681623,405,48.16%,1.765202773,0.098257406,152,18.07%,1.67319718,0.074393112,123,14.63%,1.614248514,0.059103082,16,1.90%,1.980753422,0.15416666,3,0.36%,2.046583414,0.17124156,2,0.24%,Kdm5c,1.657166322,0.070235049,12,1.43%,1.627767245,0.062609553,6,0.71%,1.758983803,0.096644338,10,1.19%,1.663234075,0.071808895,12,1.43%,1.64506119,0.067095235,63,7.49%,3.46349718,0.538758854,836,99.41%,1.616223441,0.059615336,18,2.14%,1.674725252,0.074789462,17,2.02%,1.65962766,0.070873467,120,14.27%,,,,0.00%
urethra,    male,841,,male,,,,0.00%,2.338270187,0.246898905,1,0.12%,1.913861159,0.13681623,405,48.16%,1.765202773,0.098257406,152,18.07%,1.67319718,0.074393112,123,14.63%,1.614248514,0.059103082,16,1.90%,1.980753422,0.15416666,3,0.36%,2.046583414,0.17124156,2,0.24%,Kdm5c,1.657166322,0.070235049,12,1.43%,1.627767245,0.062609553,6,0.71%,1.758983803,0.096644338,10,1.19%,1.663234075,0.071808895,12,1.43%,1.64506119,0.067095235,63,7.49%,3.46349718,0.538758854,836,99.41%,1.616223441,0.059615336,18,2.14%,1.674725252,0.074789462,17,2.02%,1.65962766,0.070873467,120,14.27%,,,,0.00%
urinary bladder,aggregated,11377,5.25%,aggregated,2.484235141,0.284759109,597,5.25%,1.57473278,0.048853541,4,0.04%,1.828685073,0.114723365,4931,43.34%,1.717663574,0.085926749,790,6.94%,1.610539292,0.058140989,231,2.03%,1.591376609,0.053170596,47,0.41%,,,,0.00%,2.344634295,0.248549619,1,0.01%,Kdm5c,1.511299229,0.032400227,20,0.18%,1.61133393,0.058347101,23,0.20%,1.545220057,0.041198569,18,0.16%,1.579953586,0.050207707,68,0.60%,1.587648475,0.052203598,92,0.81%,3.518180167,0.552942458,11267,99.03%,1.566369629,0.046684318,55,0.48%,1.600508348,0.055539175,53,0.47%,1.617603906,0.059973399,259,2.28%,,,,0.00%
urinary bladder,cell,11377,5.25%,aggregated,2.484235141,0.284759109,597,5.25%,1.57473278,0.048853541,4,0.04%,1.828685073,0.114723365,4931,43.34%,1.717663574,0.085926749,790,6.94%,1.610539292,0.058140989,231,2.03%,1.591376609,0.053170596,47,0.41%,,,,0.00%,2.344634295,0.248549619,1,0.01%,Kdm5c,1.511299229,0.032400227,20,0.18%,1.61133393,0.058347101,23,0.20%,1.545220057,0.041198569,18,0.16%,1.579953586,0.050207707,68,0.60%,1.587648475,0.052203598,92,0.81%,3.518180513,0.552942548,11267,99.03%,1.566369629,0.046684318,55,0.48%,1.600508348,0.055539175,53,0.47%,1.617603906,0.059973399,259,2.28%,,,,0.00%
urinary bladder,    male,10257,,male,,,,0.00%,1.496404409,0.028536828,1,0.01%,1.807590727,0.10925194,4318,42.10%,1.717663574,0.085926749,790,7.70%,1.61000116,0.058001409,222,2.16%,1.598461575,0.055008286,45,0.44%,,,,0.00%,,,,0.00%,Kdm5c,1.499221166,0.029267435,18,0.18%,1.594221327,0.053908456,18,0.18%,1.546084404,0.041422762,12,0.12%,1.571171335,0.047929778,65,0.63%,1.585930128,0.051757895,89,0.87%,3.577758081,0.568395702,10167,99.12%,1.567467127,0.046968985,39,0.38%,1.599185944,0.055196172,46,0.45%,1.623826258,0.061587345,219,2.14%,,,,0.00%
urinary bladder,    female,1120,5.25%,female,2.484235141,0.284759109,597,53.30%,1.600842317,0.0556258,3,0.27%,1.977275008,0.153264433,613,54.73%,,,,0.00%,1.623811934,0.06158363,9,0.80%,1.431965351,0.011822707,2,0.18%,,,,0.00%,2.344634295,0.248549619,1,0.09%,Kdm5c,1.620001554,0.060595298,2,0.18%,1.672939491,0.074326273,5,0.45%,1.543491522,0.040750223,6,0.54%,1.770235221,0.099562716,3,0.27%,1.638626893,0.065426315,3,0.27%,2.967520419,0.410113031,1100,98.21%,1.563694477,0.04599044,16,1.43%,1.609198298,0.057793163,7,0.63%,1.583536625,0.051137071,40,3.57%,,,,0.00%
urinary bladder,epithelial cell,6997,2.76%,aggregated,2.684075422,0.336593428,314,4.49%,1.57473278,0.048853541,4,0.06%,1.716260265,0.085562761,2738,39.13%,1.662642829,0.071655538,354,5.06%,1.61542923,0.059409335,100,1.43%,1.558532556,0.044651548,12,0.17%,,,,0.00%,2.344634295,0.248549619,1,0.01%,Kdm5c,1.523597145,0.035590045,10,0.14%,1.581723452,0.050666773,8,0.11%,1.513760757,0.033038695,10,0.14%,1.574725723,0.048851711,15,0.21%,1.616072819,0.059576268,29,0.41%,3.676092776,0.59390163,6978,99.73%,1.604141541,0.056481548,25,0.36%,1.624903245,0.061866693,22,0.31%,1.603135036,0.056220482,104,1.49%,,,,0.00%
urinary bladder,    male,6378,,male,,,,0.00%,1.496404409,0.028536828,1,0.02%,1.706212089,0.082956477,2460,38.57%,1.662642829,0.071655538,354,5.55%,1.608358167,0.057575251,97,1.52%,1.558532556,0.044651548,12,0.19%,,,,0.00%,,,,0.00%,Kdm5c,1.513559871,0.03298659,9,0.14%,1.587893963,0.052267272,6,0.09%,1.49006017,0.026891267,6,0.09%,1.578812872,0.04991183,14,0.22%,1.609363011,0.057835887,28,0.44%,3.738267133,0.610028336,6364,99.78%,1.602313192,0.056007314,19,0.30%,1.614839955,0.059256489,19,0.30%,1.604598313,0.056600025,89,1.40%,,,,0.00%
urinary bladder,    female,619,2.76%,female,2.684075422,0.336593428,314,50.73%,1.600842317,0.0556258,3,0.48%,1.805176111,0.10862564,278,44.91%,,,,0.00%,1.844061375,0.11871165,3,0.48%,,,,0.00%,,,,0.00%,2.344634295,0.248549619,1,0.16%,Kdm5c,1.613933086,0.059021267,1,0.16%,1.563211918,0.045865275,2,0.32%,1.549311757,0.042259869,4,0.65%,1.51750648,0.034010256,1,0.16%,1.803946137,0.108306611,1,0.16%,3.031666908,0.426751266,614,99.19%,1.609931628,0.057983374,6,0.97%,1.68863678,0.078397816,3,0.48%,1.594452922,0.053968526,15,2.42%,,,,0.00%
urinary bladder,bladder urothelial cell,6651,2.52%,aggregated,2.719662763,0.345824027,287,4.32%,1.57473278,0.048853541,4,0.06%,1.699169653,0.081129819,2546,38.28%,1.577327945,0.049526672,246,3.70%,1.549518516,0.042313497,55,0.83%,1.59076394,0.053011683,9,0.14%,,,,0.00%,2.344634295,0.248549619,1,0.02%,Kdm5c,1.51542902,0.033471407,6,0.09%,1.575590324,0.04907597,5,0.08%,1.513760757,0.033038695,10,0.15%,1.592759927,0.0535294,12,0.18%,1.56220991,0.045605375,22,0.33%,3.700156309,0.600143199,6635,99.76%,1.633113861,0.063996352,17,0.26%,1.711174011,0.084243495,14,0.21%,1.576156926,0.049222934,74,1.11%,,,,0.00%
urinary bladder,    male,6060,,male,,,,0.00%,1.496404409,0.028536828,1,0.02%,1.690698658,0.078932623,2291,37.81%,1.577327945,0.049526672,246,4.06%,1.54566673,0.041314426,54,0.89%,1.59076394,0.053011683,9,0.15%,,,,0.00%,,,,0.00%,Kdm5c,1.51542902,0.033471407,6,0.10%,1.588200569,0.052346799,4,0.07%,1.49006017,0.026891267,6,0.10%,1.599601225,0.055303887,11,0.18%,1.550698598,0.042619586,21,0.35%,3.764739329,0.616894661,6049,99.82%,1.630160059,0.063230199,14,0.23%,1.673730704,0.074531497,13,0.21%,1.570605087,0.047782905,60,0.99%,,,,0.00%
urinary bladder,    female,591,2.52%,female,2.719662763,0.345824027,287,48.56%,1.600842317,0.0556258,3,0.51%,1.775276693,0.100870367,255,43.15%,,,,0.00%,1.757513762,0.09626304,1,0.17%,,,,0.00%,,,,0.00%,2.344634295,0.248549619,1,0.17%,Kdm5c,,,,0.00%,1.525149107,0.035992591,1,0.17%,1.549311757,0.042259869,4,0.68%,1.51750648,0.034010256,1,0.17%,1.803946137,0.108306611,1,0.17%,3.033497677,0.427226129,586,99.15%,1.64689827,0.067571734,3,0.51%,2.197936058,0.210499217,1,0.17%,1.599950518,0.055394486,14,2.37%,,,,0.00%
urinary bladder,endothelial cell,346,0.24%,aggregated,2.305795599,0.238475687,27,7.80%,,,,0.00%,1.942888101,0.144345201,192,55.49%,1.856970893,0.122060105,108,31.21%,1.695986938,0.080304291,45,13.01%,1.461838563,0.019571183,3,0.87%,,,,0.00%,,,,0.00%,Kdm5c,1.535849452,0.038768033,4,1.16%,1.59194533,0.053318111,3,0.87%,,,,0.00%,1.502588908,0.030140955,3,0.87%,1.785356385,0.103484825,7,2.02%,3.210604743,0.473163935,343,99.13%,1.542575598,0.040512652,8,2.31%,1.473929286,0.022707259,8,2.31%,1.66968104,0.0734811,30,8.67%,,,,0.00%
urinary bladder,    male,318,,male,,,,0.00%,,,,0.00%,1.916515463,0.1375047,169,53.14%,1.856970893,0.122060105,108,33.96%,1.687086948,0.077995823,43,13.52%,1.461838563,0.019571183,3,0.94%,,,,0.00%,,,,0.00%,Kdm5c,1.509821574,0.032016955,3,0.94%,1.587280631,0.052108187,2,0.63%,,,,0.00%,1.502588908,0.030140955,3,0.94%,1.785356385,0.103484825,7,2.20%,3.229916333,0.478172951,315,99.06%,1.524341965,0.035783235,5,1.57%,1.487243334,0.02616064,6,1.89%,1.674929126,0.074842342,29,9.12%,,,,0.00%
urinary bladder,    female,28,0.24%,female,2.305795599,0.238475687,27,96.43%,,,,0.00%,2.136669491,0.194607972,23,82.14%,,,,0.00%,1.887335181,0.129935955,2,7.14%,,,,0.00%,,,,0.00%,,,,0.00%,Kdm5c,1.613933086,0.059021267,1,3.57%,1.601274848,0.055737989,1,3.57%,,,,0.00%,,,,0.00%,,,,0.00%,2.993351255,0.416813001,28,100.00%,1.572965145,0.048395054,3,10.71%,1.433987141,0.012347116,2,7.14%,1.517486215,0.034005,1,3.57%,,,,0.00%
urinary bladder,bladder cell,10666,4.85%,aggregated,2.496797866,0.288017613,552,5.18%,1.57473278,0.048853541,4,0.04%,1.825860353,0.113990692,4674,43.82%,1.690729659,0.078940664,645,6.05%,1.596563003,0.054515837,170,1.59%,1.596362602,0.054463857,41,0.38%,,,,0.00%,2.344634295,0.248549619,1,0.01%,Kdm5c,1.503493854,0.030375679,14,0.13%,1.61902006,0.06034072,19,0.18%,1.545220057,0.041198569,18,0.17%,1.578905487,0.049935853,60,0.56%,1.574536207,0.048802554,82,0.77%,3.525660449,0.554882684,10561,99.02%,1.570036847,0.047635516,46,0.43%,1.619823945,0.06054923,39,0.37%,1.6063046,0.0570426,221,2.07%,,,,0.00%
urinary bladder,    male,9594,,male,,,,0.00%,1.496404409,0.028536828,1,0.01%,1.804812615,0.108531357,4090,42.63%,1.690729659,0.078940664,645,6.72%,1.597237327,0.054690742,165,1.72%,1.604793255,0.056650589,39,0.41%,,,,0.00%,,,,0.00%,Kdm5c,1.494064918,0.027930013,13,0.14%,1.599863942,0.05537203,15,0.16%,1.546084404,0.041422762,12,0.13%,1.577942815,0.049686156,58,0.60%,1.572102414,0.04817128,79,0.82%,3.588237783,0.571113914,9508,99.10%,1.573378129,0.048502174,33,0.34%,1.611079945,0.058281223,34,0.35%,1.610820561,0.058213944,182,1.90%,,,,0.00%
urinary bladder,    female,1072,4.85%,female,2.496797866,0.288017613,552,51.49%,1.600842317,0.0556258,3,0.28%,1.973265974,0.152224575,584,54.48%,,,,0.00%,1.574310112,0.04874391,5,0.47%,1.431965351,0.011822707,2,0.19%,,,,0.00%,2.344634295,0.248549619,1,0.09%,Kdm5c,1.626069903,0.062169299,1,0.09%,1.690855503,0.078973306,4,0.37%,1.543491522,0.040750223,6,0.56%,1.606821299,0.05717662,2,0.19%,1.638626893,0.065426315,3,0.28%,2.960623572,0.408324136,1053,98.23%,1.561555129,0.045435539,13,1.21%,1.679282761,0.075971582,5,0.47%,1.585230216,0.051576353,39,3.64%,,,,0.00%
urinary bladder,leukocyte,365,0.16%,aggregated,2.366639667,0.254257345,18,4.93%,,,,0.00%,1.694480074,0.079913442,65,17.81%,1.780559024,0.102240491,37,10.14%,1.518715382,0.034323819,16,4.38%,1.652771791,0.069095201,3,0.82%,,,,0.00%,,,,0.00%,Kdm5c,1.516836762,0.033836546,2,0.55%,1.523463249,0.035555315,1,0.27%,,,,0.00%,1.638949966,0.065510113,5,1.37%,1.484733423,0.025509622,3,0.82%,3.591182488,0.571877707,363,99.45%,1.588026524,0.052301656,1,0.27%,1.643728892,0.066749665,6,1.64%,1.734459519,0.09028326,8,2.19%,,,,0.00%
urinary bladder,    male,345,,male,,,,0.00%,,,,0.00%,1.688176559,0.078278445,59,17.10%,1.780559024,0.102240491,37,10.72%,1.523668562,0.035608569,14,4.06%,1.652771791,0.069095201,3,0.87%,,,,0.00%,,,,0.00%,Kdm5c,1.516836762,0.033836546,2,0.58%,1.523463249,0.035555315,1,0.29%,,,,0.00%,1.524421811,0.035803946,4,1.16%,1.484733423,0.025509622,3,0.87%,3.606619192,0.57588166,344,99.71%,1.588026524,0.052301656,1,0.29%,1.643728892,0.066749665,6,1.74%,1.734459519,0.09028326,8,2.32%,,,,0.00%
urinary bladder,    female,20,0.16%,female,2.366639667,0.254257345,18,90.00%,,,,0.00%,1.75646464,0.09599092,6,30.00%,,,,0.00%,1.48404336,0.025330634,2,10.00%,,,,0.00%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,2.097062826,0.184334846,1,5.00%,,,,0.00%,3.311696304,0.499384936,19,95.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%
vasculature,aggregated,890,1.35%,aggregated,1.976873557,0.153160306,12,1.35%,2.04421552,0.170627379,6,0.67%,2.263721714,0.227562617,169,18.99%,1.653974692,0.069407208,6,0.67%,1.8216862,0.112908006,14,1.57%,1.960927773,0.149024308,10,1.12%,,,,0.00%,,,,0.00%,Kdm5c,1.951302171,0.146527632,8,0.90%,1.752612114,0.094991657,6,0.67%,2.179272392,0.205658258,11,1.24%,2.033109225,0.167746642,13,1.46%,1.486335754,0.025925233,3,0.34%,2.439153517,0.273065895,581,65.28%,2.186180261,0.207450013,26,2.92%,2.06500226,0.176019017,21,2.36%,2.031070709,0.167217894,4,0.45%,,,,0.00%
vasculature,cell,890,1.35%,aggregated,1.976873398,0.153160264,12,1.35%,2.04421552,0.170627379,6,0.67%,2.263721714,0.227562617,169,18.99%,1.653974692,0.069407208,6,0.67%,1.8216862,0.112908006,14,1.57%,1.960927773,0.149024308,10,1.12%,,,,0.00%,,,,0.00%,Kdm5c,1.951302171,0.146527632,8,0.90%,1.752612114,0.094991657,6,0.67%,2.179272392,0.205658258,11,1.24%,2.033109225,0.167746642,13,1.46%,1.486335754,0.025925233,3,0.34%,2.439153307,0.27306584,581,65.28%,2.186180261,0.207450013,26,2.92%,2.065002441,0.176019064,21,2.36%,2.031070709,0.167217894,4,0.45%,,,,0.00%
vasculature,    male,653,0.45%,male,1.692833424,0.079486336,4,0.61%,2.242122809,0.22196032,3,0.46%,2.133204235,0.193709158,110,16.85%,1.653974692,0.069407208,6,0.92%,1.831595201,0.11547819,13,1.99%,1.960927773,0.149024308,10,1.53%,,,,0.00%,,,,0.00%,Kdm5c,1.76916008,0.099283847,5,0.77%,1.536523501,0.038942867,3,0.46%,2.159481239,0.200524854,10,1.53%,2.0747861,0.178556737,11,1.68%,1.486335754,0.025925233,3,0.46%,2.424132104,0.26916966,459,70.29%,2.137228139,0.194752874,15,2.30%,1.962909222,0.149538254,12,1.84%,1.770867666,0.099726759,3,0.46%,,,,0.00%
vasculature,    female,237,0.90%,female,2.118893385,0.189997228,8,3.38%,1.846308231,0.119294437,3,1.27%,2.507059388,0.290679234,59,24.89%,,,,0.00%,1.692869067,0.079495581,1,0.42%,,,,0.00%,,,,0.00%,,,,0.00%,Kdm5c,2.254872322,0.225267272,3,1.27%,1.968700568,0.151040406,3,1.27%,2.377184153,0.25699236,1,0.42%,1.803886771,0.108291213,2,0.84%,,,,0.00%,2.495667755,0.287724486,122,51.48%,2.252933155,0.224764294,11,4.64%,2.201126734,0.21132681,9,3.80%,2.811680079,0.369691362,1,0.42%,,,,0.00%
vasculature,connective tissue cell,259,0.34%,aggregated,1.74356397,0.092644761,3,1.16%,2.07335933,0.178186663,3,1.16%,1.906664588,0.134949592,44,16.99%,1.586032867,0.051784544,1,0.39%,,,,0.00%,1.481583754,0.024692665,3,1.16%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,1.488743782,0.026549824,1,0.39%,1.668905973,0.073280065,1,0.39%,1.968909621,0.15109463,2,0.77%,,,,0.00%,2.290512424,0.234511557,225,86.87%,2.168997002,0.202993041,5,1.93%,1.499205351,0.029263332,2,0.77%,1.667853117,0.073006976,2,0.77%,,,,0.00%
vasculature,    male,234,0.22%,male,1.559412599,0.044879812,2,0.85%,1.780298948,0.102173033,2,0.85%,1.89133417,0.130973208,42,17.95%,1.586032867,0.051784544,1,0.43%,,,,0.00%,1.481583754,0.024692665,3,1.28%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,1.488743782,0.026549824,1,0.43%,1.668905973,0.073280065,1,0.43%,1.968909621,0.15109463,2,0.85%,,,,0.00%,2.294550923,0.235559058,206,88.03%,1.878889084,0.127745217,3,1.28%,1.499205351,0.029263332,2,0.85%,1.667853117,0.073006976,2,0.85%,,,,0.00%
vasculature,    female,25,0.11%,female,2.111866713,0.188174659,1,4.00%,2.659480095,0.330213923,1,4.00%,2.228601694,0.21845323,2,8.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,2.246727592,0.223154703,19,76.00%,2.604158878,0.315864776,2,8.00%,,,,0.00%,,,,0.00%,,,,0.00%
vasculature,macrophage,32,0.11%,aggregated,1.433540821,0.01223135,1,3.13%,,,,0.00%,1.648638725,0.068023171,5,15.63%,,,,0.00%,,,,0.00%,1.690140367,0.078787815,1,3.13%,,,,0.00%,,,,0.00%,Kdm5c,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,2.606240273,0.316404646,32,100.00%,,,,0.00%,1.726704001,0.088271644,2,6.25%,,,,0.00%,,,,0.00%
